nameLabel	nameLang	count	count_male	count_female	count_other	count_undefined	prevalent_gender	confidence	nameLabel_count	dummy	normalization_factor
Thyra	mul	51	1	50	0	0	female	0.99395	1	x	3.2851
Valdis	mul	51	51	0	0	0	male	1.0	1	x	3.2851
Valerija	mul	51	0	48	0	3	female	1.0	1	x	3.2851
Vincentius	mul	51	51	0	0	0	male	1.0	1	x	3.2851
Violante	mul	51	4	44	0	3	female	0.97307	1	x	3.2851
Wycliffe	mul	51	39	6	0	6	male	0.66428	1	x	3.2851
Перица	sr-ec	51	42	6	0	3	male	0.6806	1	x	3.2851
Taha	tr	51	50	1	0	0	male	0.93835	1	x	3.2851
Ludwig Heinrich	de	50	50	0	0	0	male	1.0	1	x	3.2851
Wolf-Rüdiger	de	50	50	0	0	0	male	1.0	1	x	3.2851
Αλέκος	el	50	50	0	0	0	male	1.0	1	x	3.2851
Acland	en	50	34	16	0	0	female	0.60722	1	x	3.2851
Brenna	en	50	0	43	0	7	female	1.0	1	x	3.2851
Burke	en	50	46	1	0	3	male	0.93334	1	x	3.2851
Kenyon	en	50	50	0	0	0	male	1.0	1	x	3.2851
Payton	en	50	24	23	0	3	female	0.75893	1	x	3.2851
Tyree	en	50	50	0	0	0	male	1.0	1	x	3.2851
Winslow	en	50	44	2	0	4	male	0.87008	1	x	3.2851
Meelis	et	50	50	0	0	0	male	1.0	1	x	3.2851
אפרת	he	50	2	42	0	6	female	0.98571	1	x	3.2851
שׁוֹשַׁנָּה	he	50	0	47	0	3	female	1.0	1	x	3.2851
げんいち	ja	50	50	0	0	0	male	1.0	1	x	3.2851
さわこ	ja	50	0	50	0	0	female	1.0	1	x	3.2851
とものり	ja	50	47	0	0	3	male	1.0	1	x	3.2851
ひかり	ja	50	5	42	0	3	female	0.96503	1	x	3.2851
みよこ	ja	50	0	50	0	0	female	1.0	1	x	3.2851
ゆきのり	ja	50	49	0	0	1	male	1.0	1	x	3.2851
よしひと	ja	50	45	0	0	5	male	1.0	1	x	3.2851
선영	ko	50	2	38	0	10	female	0.98423	1	x	3.2851
정수	ko	50	39	4	0	7	male	0.74798	1	x	3.2851
정호	ko	50	41	1	0	8	male	0.92582	1	x	3.2851
현우	ko	50	45	0	0	5	male	1.0	1	x	3.2851
Adria	mul	50	2	44	0	4	female	0.98635	1	x	3.2851
Afshin	mul	50	41	0	0	9	male	1.0	1	x	3.2851
Amílcar	mul	50	49	0	0	1	male	1.0	1	x	3.2851
Anabelle	mul	50	0	46	0	4	female	1.0	1	x	3.2851
Ananda	mul	50	35	10	0	5	male	0.51584	1	x	3.2851
Ania	mul	50	0	47	0	3	female	1.0	1	x	3.2851
Anica	mul	50	0	47	0	3	female	1.0	1	x	3.2851
Arved	mul	50	49	0	0	1	male	1.0	1	x	3.2851
Aune	mul	50	2	48	0	0	female	0.98748	1	x	3.2851
Aurea	mul	50	0	36	0	14	female	1.0	1	x	3.2851
Berto	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Bryn	mul	50	35	14	0	1	female	0.56786	1	x	3.2851
Candido	mul	50	46	0	0	4	male	1.0	1	x	3.2851
Chaja	mul	50	0	50	0	0	female	1.0	1	x	3.2851
Ciaran	mul	50	43	1	0	6	male	0.92902	1	x	3.2851
Conner	mul	50	45	1	1	3	male	0.91305	1	x	3.2851
Cyndi	mul	50	0	44	0	6	female	1.0	1	x	3.2851
Danutė	mul	50	0	50	0	0	female	1.0	1	x	3.2851
Davi	mul	50	44	2	0	4	male	0.87008	1	x	3.2851
Demi	mul	50	2	45	0	3	female	0.98665	1	x	3.2851
Donte	mul	50	48	0	0	2	male	1.0	1	x	3.2851
Edmundas	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Egisto	mul	50	49	0	0	1	male	1.0	1	x	3.2851
Emilija	mul	50	0	44	0	6	female	1.0	1	x	3.2851
Faouzi	mul	50	46	2	0	2	male	0.87502	1	x	3.2851
Fathi	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Félicité	mul	50	4	45	0	1	female	0.97365	1	x	3.2851
Giusto	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Gretel	mul	50	1	48	0	1	female	0.9937	1	x	3.2851
Gwyneth	mul	50	0	44	0	6	female	1.0	1	x	3.2851
Haydn	mul	50	47	1	0	2	male	0.93467	1	x	3.2851
Henri-Louis	mul	50	48	0	0	2	male	1.0	1	x	3.2851
Hermenegildo	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Jean-Maurice	mul	50	48	0	0	2	male	1.0	1	x	3.2851
Jūratė	mul	50	0	49	0	1	female	1.0	1	x	3.2851
Krystal	mul	50	0	42	0	8	female	1.0	1	x	3.2851
Kyla	mul	50	0	45	0	5	female	1.0	1	x	3.2851
Laurits	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Lindita	mul	50	0	50	0	0	female	1.0	1	x	3.2851
Ljiljana	mul	50	0	42	0	8	female	1.0	1	x	3.2851
Lucila	mul	50	0	50	0	0	female	1.0	1	x	3.2851
Mahlon	mul	50	48	0	0	2	male	1.0	1	x	3.2851
Maire	mul	50	0	49	0	1	female	1.0	1	x	3.2851
Marciano	mul	50	44	0	0	6	male	1.0	1	x	3.2851
Marie-Eve	mul	50	0	30	0	20	female	1.0	1	x	3.2851
Marie-Pier	mul	50	0	32	0	18	female	1.0	1	x	3.2851
Marques	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Melita	mul	50	0	50	0	0	female	1.0	1	x	3.2851
Radana	mul	50	0	49	0	1	female	1.0	1	x	3.2851
Raili	mul	50	0	50	0	0	female	1.0	1	x	3.2851
Silvina	mul	50	0	49	0	1	female	1.0	1	x	3.2851
Solon	mul	50	48	0	0	2	male	1.0	1	x	3.2851
Tanguy	mul	50	48	0	0	2	male	1.0	1	x	3.2851
Taube	mul	50	0	50	0	0	female	1.0	1	x	3.2851
Thaddäus	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Tilmann	mul	50	47	0	0	3	male	1.0	1	x	3.2851
Timm	mul	50	41	0	0	9	male	1.0	1	x	3.2851
Tiphaine	mul	50	0	32	0	18	female	1.0	1	x	3.2851
Tory	mul	50	27	18	0	5	female	0.68653	1	x	3.2851
Ulli	mul	50	37	13	0	0	female	0.5358	1	x	3.2851
Walery	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Wera	mul	50	2	47	0	1	female	0.98721	1	x	3.2851
Wilf	mul	50	49	0	0	1	male	1.0	1	x	3.2851
Yonatan	mul	50	46	0	0	4	male	1.0	1	x	3.2851
Zelda	mul	50	0	48	1	1	female	0.9937	1	x	3.2851
Антоний	mul	50	50	0	0	0	male	1.0	1	x	3.2851
Carl-Johan	sv	50	50	0	0	0	male	1.0	1	x	3.2851
Serhat	tr	50	45	0	0	5	male	1.0	1	x	3.2851
光耀	zh	50	48	0	0	2	male	1.0	1	x	3.2851
冠英	zh	50	46	2	0	2	male	0.87502	1	x	3.2851
力	zh	50	38	4	0	8	male	0.74305	1	x	3.2851
廷光	zh	50	50	0	0	0	male	1.0	1	x	3.2851
志成	zh	50	34	2	0	14	male	0.83805	1	x	3.2851
新	zh	50	34	6	0	10	male	0.63302	1	x	3.2851
淑珍	zh	50	6	38	0	6	female	0.95414	1	x	3.2851
淑贞	zh	50	2	44	0	4	female	0.98635	1	x	3.2851
田	zh	50	44	0	0	6	male	1.0	1	x	3.2851
宁	zh-hans	50	36	12	0	2	female	0.52268	1	x	3.2851
寧	zh-hant	50	36	12	0	2	female	0.52268	1	x	3.2851
淑貞	zh-hant	50	2	44	0	4	female	0.98635	1	x	3.2851
Charlton	en	49	46	1	0	2	male	0.93334	1	x	3.2851
Henderson	en	49	48	1	0	0	male	0.93594	1	x	3.2851
Maitland	en	49	47	2	0	0	male	0.87735	1	x	3.2851
سیاوش	fa	49	30	0	0	19	male	1.0	1	x	3.2851
אריה	he	49	49	0	0	0	male	1.0	1	x	3.2851
חן	he	49	26	9	0	14	female	0.53209	1	x	3.2851
Հովհաննես	hy	49	49	0	0	0	male	1.0	1	x	3.2851
Dionigi	it	49	47	0	0	2	male	1.0	1	x	3.2851
たかとし	ja	49	46	0	0	3	male	1.0	1	x	3.2851
りゅうた	ja	49	46	0	0	3	male	1.0	1	x	3.2851
ზურაბ	ka	49	48	0	0	1	male	1.0	1	x	3.2851
빈	ko	49	6	2	0	41	female	0.52268	1	x	3.2851
영민	ko	49	36	4	0	9	male	0.73259	1	x	3.2851
영주	ko	49	12	22	0	15	female	0.8576	1	x	3.2851
영훈	ko	49	42	0	0	7	male	1.0	1	x	3.2851
정환	ko	49	43	0	0	6	male	1.0	1	x	3.2851
Ado	mul	49	44	2	0	3	male	0.87008	1	x	3.2851
Aisling	mul	49	0	41	0	8	female	1.0	1	x	3.2851
Alok	mul	49	37	0	0	12	male	1.0	1	x	3.2851
Andra	mul	49	10	39	0	0	female	0.9276	1	x	3.2851
Anthea	mul	49	1	37	0	11	female	0.99184	1	x	3.2851
Armel	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Austen	mul	49	46	0	0	3	male	1.0	1	x	3.2851
Aymar	mul	49	48	1	0	0	male	0.93594	1	x	3.2851
Aymon	mul	49	48	0	0	1	male	1.0	1	x	3.2851
Bennet	mul	49	42	0	0	7	male	1.0	1	x	3.2851
Blerina	mul	49	0	49	0	0	female	1.0	1	x	3.2851
Bobbi	mul	49	6	42	0	1	female	0.95833	1	x	3.2851
Bohdana	mul	49	0	47	0	2	female	1.0	1	x	3.2851
Botond	mul	49	47	0	0	2	male	1.0	1	x	3.2851
Broderick	mul	49	46	0	0	3	male	1.0	1	x	3.2851
Caro	mul	49	8	41	0	0	female	0.94393	1	x	3.2851
Cihan	mul	49	44	2	0	3	male	0.87008	1	x	3.2851
Ditlev	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Diva	mul	49	3	28	0	18	female	0.96842	1	x	3.2851
Drita	mul	49	1	48	0	0	female	0.9937	1	x	3.2851
Edwige	mul	49	1	46	0	2	female	0.99343	1	x	3.2851
Elihu	mul	49	45	0	0	4	male	1.0	1	x	3.2851
Elissa	mul	49	0	39	0	10	female	1.0	1	x	3.2851
Elwin	mul	49	42	0	0	7	male	1.0	1	x	3.2851
Filippa	mul	49	1	49	0	0	female	0.99383	1	x	3.2851
Francina	mul	49	0	39	0	10	female	1.0	1	x	3.2851
Galo	mul	49	48	0	0	1	male	1.0	1	x	3.2851
Gaute	mul	49	47	0	0	2	male	1.0	1	x	3.2851
Gregers	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Gyöngyi	mul	49	2	47	0	0	female	0.98721	1	x	3.2851
Hanni	mul	49	2	44	0	3	female	0.98635	1	x	3.2851
Henna	mul	49	0	47	0	2	female	1.0	1	x	3.2851
Henrica	mul	49	1	45	0	3	female	0.99328	1	x	3.2851
Ilan	mul	49	47	0	0	2	male	1.0	1	x	3.2851
Jaco	mul	49	44	0	0	5	male	1.0	1	x	3.2851
Jaroslaw	mul	49	28	0	0	21	male	1.0	1	x	3.2851
Joža	mul	49	42	9	0	0	male	0.58687	1	x	3.2851
Karlijn	mul	49	0	25	0	24	female	1.0	1	x	3.2851
Ko	mul	49	43	1	0	5	male	0.92902	1	x	3.2851
Ladislao	mul	49	45	0	0	4	male	1.0	1	x	3.2851
Lal	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Lionello	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Mariona	mul	49	0	45	1	3	female	0.99328	1	x	3.2851
Meindert	mul	49	44	0	0	5	male	1.0	1	x	3.2851
Miia	mul	49	0	45	0	4	female	1.0	1	x	3.2851
Naum	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Navid	mul	49	39	0	0	10	male	1.0	1	x	3.2851
Ora	mul	49	12	31	0	6	female	0.89459	1	x	3.2851
Oren	mul	49	47	1	0	1	male	0.93467	1	x	3.2851
Raisa	mul	49	0	40	0	9	female	1.0	1	x	3.2851
Rhea	mul	49	2	42	0	5	female	0.98571	1	x	3.2851
Rochus	mul	49	47	0	0	2	male	1.0	1	x	3.2851
Roma	mul	49	9	40	0	0	female	0.9359	1	x	3.2851
Siavash	mul	49	30	0	0	19	male	1.0	1	x	3.2851
Sima	mul	49	23	23	1	2	female	0.75893	1	x	3.2851
Skyler	mul	49	28	18	1	2	female	0.67095	1	x	3.2851
Suren	mul	49	46	0	0	3	male	1.0	1	x	3.2851
Suzette	mul	49	0	46	0	3	female	1.0	1	x	3.2851
Taisto	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Tiana	mul	49	0	45	0	4	female	1.0	1	x	3.2851
Trinity	mul	49	6	39	0	4	female	0.95526	1	x	3.2851
Truus	mul	49	1	46	0	2	female	0.99343	1	x	3.2851
Turgut	mul	49	47	0	0	2	male	1.0	1	x	3.2851
Violaine	mul	49	1	41	0	7	female	0.99263	1	x	3.2851
Witalij	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Xin	mul	49	32	2	0	15	male	0.82966	1	x	3.2851
Yehoshua	mul	49	47	0	0	2	male	1.0	1	x	3.2851
Zeev	mul	49	46	0	0	3	male	1.0	1	x	3.2851
Žan	mul	49	49	0	0	0	male	1.0	1	x	3.2851
Нина	mul	49	0	49	0	0	female	1.0	1	x	3.2851
Umut	tr	49	39	0	0	10	male	1.0	1	x	3.2851
مها	ar	48	1	33	0	14	female	0.99086	1	x	3.2851
Iлля	be	48	44	0	0	4	male	1.0	1	x	3.2851
Valancin	be	48	48	0	0	0	male	1.0	1	x	3.2851
Сцяпан	be	48	48	0	0	0	male	1.0	1	x	3.2851
Ягор	be	48	42	0	0	6	male	1.0	1	x	3.2851
བསྟན་འཛིན་	bo	48	42	5	0	1	male	0.71886	1	x	3.2851
Friedrich-Wilhelm	de	48	48	0	0	0	male	1.0	1	x	3.2851
Hans-Jochen	de	48	48	0	0	0	male	1.0	1	x	3.2851
Heinz-Georg	de	48	48	0	0	0	male	1.0	1	x	3.2851
Γρηγόρης	el	48	48	0	0	0	male	1.0	1	x	3.2851
Παντελής	el	48	40	0	0	8	male	1.0	1	x	3.2851
Φίλιππος	el	48	47	0	0	1	male	1.0	1	x	3.2851
Baker	en	48	47	1	0	0	male	0.93467	1	x	3.2851
Merv	en	48	48	0	0	0	male	1.0	1	x	3.2851
Swan	en	48	36	8	0	4	male	0.57803	1	x	3.2851
Thankful	en	48	2	46	0	0	female	0.98694	1	x	3.2851
María Guadalupe	es	48	0	46	0	2	female	1.0	1	x	3.2851
Anna-Kaisa	fi	48	0	42	0	6	female	1.0	1	x	3.2851
Juha-Pekka	fi	48	46	0	0	2	male	1.0	1	x	3.2851
Pietari	fi	48	48	0	0	0	male	1.0	1	x	3.2851
אברהם	he	48	48	0	0	0	male	1.0	1	x	3.2851
דוד	he	48	48	0	0	0	male	1.0	1	x	3.2851
ירון	he	48	45	1	0	2	male	0.93196	1	x	3.2851
שניאור זלמן	he	48	48	0	0	0	male	1.0	1	x	3.2851
Sarolta	hu	48	0	48	0	0	female	1.0	1	x	3.2851
Հայկ	hy	48	46	0	0	2	male	1.0	1	x	3.2851
Gian Piero	it	48	48	0	0	0	male	1.0	1	x	3.2851
かける	ja	48	40	2	0	6	male	0.85892	1	x	3.2851
しげあき	ja	48	46	0	0	2	male	1.0	1	x	3.2851
たいし	ja	48	39	0	0	9	male	1.0	1	x	3.2851
たかひと	ja	48	41	0	0	7	male	1.0	1	x	3.2851
たく	ja	48	30	0	0	18	male	1.0	1	x	3.2851
ちづこ	ja	48	0	48	0	0	female	1.0	1	x	3.2851
てるふみ	ja	48	30	0	0	18	male	1.0	1	x	3.2851
はづき	ja	48	0	45	0	3	female	1.0	1	x	3.2851
みちひろ	ja	48	46	0	0	2	male	1.0	1	x	3.2851
やすかず	ja	48	46	0	0	2	male	1.0	1	x	3.2851
正雄	ja-hani	48	48	0	0	0	male	1.0	1	x	3.2851
つねこ	ja-hira	48	0	48	0	0	female	1.0	1	x	3.2851
민호	ko	48	44	0	0	4	male	1.0	1	x	3.2851
수연	ko	48	4	37	0	8	female	0.96814	1	x	3.2851
정희	ko	48	7	30	0	11	female	0.93368	1	x	3.2851
지은	ko	48	0	46	0	2	female	1.0	1	x	3.2851
혜진	ko	48	0	43	0	5	female	1.0	1	x	3.2851
Abdoul	mul	48	46	0	0	2	male	1.0	1	x	3.2851
Abdullahi	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Aivar	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Aivars	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Alarik	mul	48	47	0	0	1	male	1.0	1	x	3.2851
Alpheus	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Anders Gustaf	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Anissa	mul	48	0	41	0	7	female	1.0	1	x	3.2851
Annet	mul	48	9	39	0	0	female	0.93436	1	x	3.2851
Aurelian	mul	48	46	1	0	1	male	0.93334	1	x	3.2851
Ayla	mul	48	0	41	0	7	female	1.0	1	x	3.2851
Bogusława	mul	48	1	47	0	0	female	0.99356	1	x	3.2851
Britney	mul	48	0	46	0	2	female	1.0	1	x	3.2851
Chelsey	mul	48	0	43	0	5	female	1.0	1	x	3.2851
Cherie	mul	48	0	42	0	6	female	1.0	1	x	3.2851
Christofer	mul	48	47	0	0	1	male	1.0	1	x	3.2851
Cornell	mul	48	44	3	0	1	male	0.817	1	x	3.2851
Cyrill	mul	48	44	0	0	4	male	1.0	1	x	3.2851
Darian	mul	48	46	2	0	0	male	0.87502	1	x	3.2851
Dena	mul	48	0	44	0	4	female	1.0	1	x	3.2851
Diamond	mul	48	8	40	0	0	female	0.94261	1	x	3.2851
Edy	mul	48	44	3	0	1	male	0.817	1	x	3.2851
Ercan	mul	48	43	0	0	5	male	1.0	1	x	3.2851
Evin	mul	48	12	33	0	3	female	0.90034	1	x	3.2851
Fiorenza	mul	48	0	48	0	0	female	1.0	1	x	3.2851
Frédérick	mul	48	44	2	0	2	male	0.87008	1	x	3.2851
Genowefa	mul	48	0	48	0	0	female	1.0	1	x	3.2851
Giandomenico	mul	48	47	0	0	1	male	1.0	1	x	3.2851
Gibson	mul	48	45	2	0	1	male	0.8726	1	x	3.2851
Gilberte	mul	48	1	46	0	1	female	0.99343	1	x	3.2851
Jamshid	mul	48	40	0	0	8	male	1.0	1	x	3.2851
Jannis	mul	48	43	0	0	5	male	1.0	1	x	3.2851
Jeannot	mul	48	47	0	0	1	male	1.0	1	x	3.2851
Judah	mul	48	47	0	0	1	male	1.0	1	x	3.2851
Kiana	mul	48	0	43	0	5	female	1.0	1	x	3.2851
Kristián	mul	48	46	0	0	2	male	1.0	1	x	3.2851
Kyllikki	mul	48	0	48	0	0	female	1.0	1	x	3.2851
Libert	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Luba	mul	48	1	42	0	5	female	0.9928	1	x	3.2851
Maria Lluïsa	mul	48	2	46	0	0	female	0.98694	1	x	3.2851
Marica	mul	48	0	47	0	1	female	1.0	1	x	3.2851
Marie-Agnès	mul	48	0	48	0	0	female	1.0	1	x	3.2851
Mayer	mul	48	44	0	0	4	male	1.0	1	x	3.2851
Metod	mul	48	47	0	0	1	male	1.0	1	x	3.2851
Miguel Ygnacio	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Mirna	mul	48	0	46	0	2	female	1.0	1	x	3.2851
Mojżesz	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Mort	mul	48	45	0	0	3	male	1.0	1	x	3.2851
Märt	mul	48	47	0	0	1	male	1.0	1	x	3.2851
Nassim	mul	48	42	3	0	4	male	0.80995	1	x	3.2851
Océane	mul	48	0	47	0	1	female	1.0	1	x	3.2851
Olin	mul	48	42	1	0	5	male	0.92746	1	x	3.2851
Paride	mul	48	42	1	0	5	male	0.92746	1	x	3.2851
Perrine	mul	48	0	47	0	1	female	1.0	1	x	3.2851
Portia	mul	48	0	44	0	4	female	1.0	1	x	3.2851
Q.	mul	48	38	4	0	6	male	0.74305	1	x	3.2851
Ramsay	mul	48	44	3	0	1	male	0.817	1	x	3.2851
Renier	mul	48	43	0	0	5	male	1.0	1	x	3.2851
Roderich	mul	48	46	0	0	2	male	1.0	1	x	3.2851
Salvo	mul	48	44	0	0	4	male	1.0	1	x	3.2851
Shahrokh	mul	48	22	0	0	26	male	1.0	1	x	3.2851
Shani	mul	48	8	32	0	8	female	0.92928	1	x	3.2851
Siddharth	mul	48	35	0	0	13	male	1.0	1	x	3.2851
Stefán	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Vahid	mul	48	36	0	0	12	male	1.0	1	x	3.2851
Valéry	mul	48	46	2	0	0	male	0.87502	1	x	3.2851
Villem	mul	48	48	0	0	0	male	1.0	1	x	3.2851
Whit	mul	48	46	2	0	0	male	0.87502	1	x	3.2851
Wieland	mul	48	46	0	0	2	male	1.0	1	x	3.2851
Yaron	mul	48	45	1	0	2	male	0.93196	1	x	3.2851
Таня	mul	48	0	48	0	0	female	1.0	1	x	3.2851
Эльдар	mul	48	47	0	0	1	male	1.0	1	x	3.2851
João Miguel	pt	48	46	0	0	2	male	1.0	1	x	3.2851
Gjon	sq	48	48	0	0	0	male	1.0	1	x	3.2851
Jan-Eric	sv	48	40	0	0	8	male	1.0	1	x	3.2851
Dilek	tr	48	1	37	0	10	female	0.99184	1	x	3.2851
Selin	tr	48	0	43	0	5	female	1.0	1	x	3.2851
Леся	uk	48	0	44	0	4	female	1.0	1	x	3.2851
Остап	uk	48	48	0	0	0	male	1.0	1	x	3.2851
Sơn	vi	48	42	2	0	4	male	0.86473	1	x	3.2851
儁	zh	48	46	0	0	2	male	1.0	1	x	3.2851
子羽	zh	48	48	0	0	0	male	1.0	1	x	3.2851
季	zh	48	48	0	0	0	male	1.0	1	x	3.2851
淑芬	zh	48	2	46	0	0	female	0.98694	1	x	3.2851
澄	zh	48	48	0	0	0	male	1.0	1	x	3.2851
رنا	ar	47	10	26	0	11	female	0.89519	1	x	3.2851
Барыс	be	47	46	0	0	1	male	1.0	1	x	3.2851
Святлана	be	47	0	46	0	1	female	1.0	1	x	3.2851
Reinhardt	de	47	47	0	0	0	male	1.0	1	x	3.2851
Armstrong	en	47	41	6	0	0	male	0.67534	1	x	3.2851
Sophy	en	47	0	45	0	2	female	1.0	1	x	3.2851
Bautista	es	47	47	0	0	0	male	1.0	1	x	3.2851
Thalita	es	47	0	19	0	28	female	1.0	1	x	3.2851
همایون	fa	47	23	1	0	23	male	0.87502	1	x	3.2851
Siobhán	ga	47	1	30	0	16	female	0.98996	1	x	3.2851
אילת	he	47	0	41	0	6	female	1.0	1	x	3.2851
Արշակ	hy	47	47	0	0	0	male	1.0	1	x	3.2851
Gianfrancesco	it	47	44	0	0	3	male	1.0	1	x	3.2851
あやな	ja	47	1	44	0	2	female	0.99313	1	x	3.2851
一輝	ja	47	47	0	0	0	male	1.0	1	x	3.2851
상호	ko	47	36	0	0	11	male	1.0	1	x	3.2851
재훈	ko	47	38	0	0	9	male	1.0	1	x	3.2851
준영	ko	47	40	1	0	6	male	0.92411	1	x	3.2851
Aleksey	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Aljoscha	mul	47	35	1	0	11	male	0.91419	1	x	3.2851
Anjali	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Athena	mul	47	0	46	0	1	female	1.0	1	x	3.2851
Champion	mul	47	42	4	0	1	male	0.76169	1	x	3.2851
Clóvis	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Călin	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Darinka	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Donn	mul	47	44	0	0	3	male	1.0	1	x	3.2851
Elfrieda	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Emílio	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Eyvind	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Feodor	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Ferrante	mul	47	45	1	0	1	male	0.93196	1	x	3.2851
Franciszka	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Georgine	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Gertjan	mul	47	32	0	0	15	male	1.0	1	x	3.2851
Gesa	mul	47	0	44	0	3	female	1.0	1	x	3.2851
Guylaine	mul	47	1	37	0	9	female	0.99184	1	x	3.2851
Herminio	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Hilarion	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Isiah	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Jaanus	mul	47	46	0	0	1	male	1.0	1	x	3.2851
Jet	mul	47	13	31	0	3	female	0.8868	1	x	3.2851
Jurjen	mul	47	41	0	0	6	male	1.0	1	x	3.2851
Jáchym	mul	47	45	0	0	2	male	1.0	1	x	3.2851
Kali	mul	47	12	28	0	7	female	0.8846	1	x	3.2851
Kirstine	mul	47	0	42	0	5	female	1.0	1	x	3.2851
Konstantinas	mul	47	46	1	0	0	male	0.93334	1	x	3.2851
Lillie	mul	47	1	45	0	1	female	0.99328	1	x	3.2851
Lisandro	mul	47	46	0	0	1	male	1.0	1	x	3.2851
Lluïsa	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Loftus	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Maree	mul	47	0	44	0	3	female	1.0	1	x	3.2851
Mariateresa	mul	47	0	25	0	22	female	1.0	1	x	3.2851
Marijana	mul	47	0	46	0	1	female	1.0	1	x	3.2851
Muhamet	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Mònica	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Natan	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Nemesio	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Nettie	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Nikanor	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Onofre	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Onufry	mul	47	46	0	0	1	male	1.0	1	x	3.2851
Ottar	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Radha	mul	47	17	24	0	6	female	0.82263	1	x	3.2851
Raniero	mul	47	46	0	0	1	male	1.0	1	x	3.2851
Raphaela	mul	47	0	44	0	3	female	1.0	1	x	3.2851
Refik	mul	47	46	0	0	1	male	1.0	1	x	3.2851
Reyhaneh	mul	47	0	8	0	39	female	1.0	1	x	3.2851
Rinus	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Romeu	mul	47	46	0	0	1	male	1.0	1	x	3.2851
Rumen	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Samar	mul	47	16	19	0	12	female	0.79596	1	x	3.2851
Sana	mul	47	4	33	0	10	female	0.96442	1	x	3.2851
Senta	mul	47	1	46	0	0	female	0.99343	1	x	3.2851
Sergei	mul	47	46	0	0	1	male	1.0	1	x	3.2851
Sieglinde	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Steffan	mul	47	43	0	0	4	male	1.0	1	x	3.2851
Teofilo	mul	47	45	0	0	2	male	1.0	1	x	3.2851
Terttu	mul	47	1	46	0	0	female	0.99343	1	x	3.2851
Teuta	mul	47	0	46	0	1	female	1.0	1	x	3.2851
Tânia	mul	47	0	47	0	0	female	1.0	1	x	3.2851
Venera	mul	47	1	31	0	15	female	0.99028	1	x	3.2851
Viktors	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Wijnand	mul	47	41	0	0	6	male	1.0	1	x	3.2851
Wilco	mul	47	34	0	0	13	male	1.0	1	x	3.2851
Yoan	mul	47	46	1	0	0	male	0.93334	1	x	3.2851
male given name	mul	47	23	1	0	23	male	0.87502	1	x	3.2851
Éloi	mul	47	47	0	0	0	male	1.0	1	x	3.2851
Rute	pt	47	0	42	0	5	female	1.0	1	x	3.2851
